"customer_id","product_id"
"30","46"
"84","23"
"43","42"
"26","17"
"15","27"
"34","18"
"3","44"
"34","18"
"47","2"
"74","34"
"68","18"
"90","17"
"44","8"
"99","32"
"76","22"
"70","11"
"61","3"
"78","24"
"28","26"
"61","8"
"71","31"
"80","2"
"8","24"
"78","17"
"3","12"
"67","24"
"76","22"
"14","23"
"66","11"
"3","31"
"62","5"
"23","17"
"12","36"
"17","27"
"33","49"
"55","30"
"93","6"
"18","23"
"2","2"
"75","13"
"38","23"
"33","7"
"8","7"
"40","44"
"33","5"
"43","50"
"83","44"
"14","33"
"91","28"
"19","49"
"79","34"
"53","49"
"63","38"
"82","40"
"32","31"
"94","14"
"80","32"
"54","46"
"77","3"
"2","30"
"75","39"
"61","39"
"49","32"
"80","11"
"2","13"
"10","36"
"27","23"
"67","26"
"45","46"
"47","37"
"3","14"
"36","30"
"15","15"
"76","16"
"97","7"
"79","43"
"31","48"
"90","23"
"44","40"
"78","43"
"70","41"
"38","50"
"6","49"
"44","35"
"34","19"
"44","46"
"15","48"
"7","26"
"27","33"
"44","44"
"32","15"
"88","45"
"88","49"
"3","20"
"78","38"
"72","21"
"10","11"
"31","23"
"81","34"
"68","11"
"11","16"
"22","21"
"35","3"
"33","35"
"73","22"
"54","19"
"66","18"
"89","41"
"69","48"
"64","29"
"69","10"
"55","7"
"96","43"
"57","16"
"34","28"
"87","45"
"33","32"
"17","27"
"82","36"
"87","47"
"78","32"
"47","6"
"7","8"
"27","38"
"23","14"
"34","24"
"47","41"
"91","22"
"78","42"
"25","45"
"74","30"
"58","3"
"50","32"
"61","47"
"52","47"
"43","41"
"48","33"
"9","32"
"99","47"
"89","16"
"56","10"
"74","14"
"78","17"
"84","45"
"8","48"
"8","22"
"74","12"
"22","45"
"39","28"
"8","50"
"50","25"
"55","47"
"20","32"
"7","26"
"83","2"
"97","7"
"83","42"
"92","15"
"25","34"
"69","24"
"1","18"
"85","46"
"30","8"
"7","28"
"71","43"
"83","11"
"62","14"
"69","11"
"32","6"
"51","30"
"60","34"
"15","44"
"3","15"
"4","37"
"21","19"
"32","45"
"15","9"
"16","28"
"48","11"
"47","40"
"96","22"
"66","6"
"46","47"
"48","21"
"15","41"
"75","14"
"90","12"
"85","20"
"95","5"
"23","28"
"78","18"
"51","26"
"58","27"
"35","5"
"51","42"
"36","29"
"58","6"
"85","18"
"49","32"
"28","6"
"14","44"
"45","4"
"20","27"
"96","4"
"53","42"
"77","31"
"12","41"
"67","6"
"24","44"
"74","32"
"19","23"
"99","20"
"34","25"
"54","49"
"46","10"
"2","35"
"31","6"
"93","36"
"26","28"
"61","25"
"29","11"
"52","13"
"99","26"
"76","15"
"43","14"
"7","37"
"44","14"
"95","12"
"96","4"
"17","49"
"9","17"
"21","41"
"97","29"
"79","4"
"88","12"
"37","24"
"11","50"
"48","43"
"55","7"
"45","42"
"69","17"
"22","22"
"20","15"
"36","20"
"3","19"
"29","8"
"96","20"
"30","42"
"68","30"
"69","30"
"90","36"
"56","50"
"28","34"
"75","44"
"36","50"
"56","22"
"87","3"
"17","50"
"48","32"
"41","48"
"5","34"
"60","6"
"71","2"
"19","38"
"39","36"
"48","47"
"40","34"
"90","40"
"68","47"
"68","46"
"72","7"
"77","35"
"40","7"
"23","25"
"78","47"
"7","13"
"94","33"
"21","31"
"43","18"
"4","19"
"90","9"
"53","44"
"15","49"
"41","49"
"40","39"
"26","17"
"18","17"
"52","19"
"92","22"
"47","43"
"64","14"
"13","30"
"60","28"
"12","9"
"32","11"
"34","23"
"64","20"
"31","18"
"41","31"
"41","44"
"36","24"
"74","35"
"33","35"
"18","37"
"7","39"
"45","9"
"49","2"
"37","19"
"78","21"
"8","40"
"63","44"
"23","25"
"50","50"
"21","47"
"84","35"
"5","13"
"44","10"
"59","49"
"84","15"
"51","22"
"56","40"
"20","7"
"80","13"
"14","17"
"27","30"
"55","6"
"79","37"
"3","25"
"9","38"
"66","19"
"79","3"
"78","33"
"66","26"
"58","28"
"79","8"
"35","18"
"51","14"
"38","38"
"40","6"
"2","3"
"23","33"
"99","33"
"86","24"
"4","4"
"17","6"
"47","25"
"71","36"
"34","10"
"75","23"
"26","37"
"15","22"
"49","43"
"2","30"
"79","25"
"6","38"
"88","39"
"86","20"
"41","21"
"20","17"
"61","38"
"35","29"
"35","20"
"92","44"
"77","14"
"86","31"
"52","21"
"59","44"
"92","18"
"94","27"
"9","20"
"38","12"
"8","25"
"29","3"
"10","34"
"32","39"
"48","33"
"7","41"
"83","35"
"59","3"
"87","46"
"60","29"
"57","3"
"54","29"
"24","43"
"4","7"
"68","31"
"89","40"
"98","3"
"64","47"
"67","5"
"13","12"
"25","14"
"69","33"
"33","16"
"94","18"
"77","5"
"25","29"
"2","37"
"48","42"
"29","5"
"23","50"
"3","11"
"41","23"
"68","44"
"52","12"
"38","46"
"28","9"
"27","27"
"9","21"
"44","8"
"76","16"
"79","15"
"35","24"
"33","43"
"44","21"
"16","31"
"21","43"
"4","5"
"59","32"
"4","33"
"57","50"
"55","36"
"90","28"
"65","14"
"23","28"
"55","21"
"7","31"
"59","33"
"38","43"
"45","30"
"82","2"
"32","18"
"22","8"
"81","13"
"85","18"
"83","21"
"38","25"
"46","1"
"46","12"
"58","36"
"18","28"
"71","45"
"17","17"
"51","46"
"82","28"
"69","43"
"46","49"
"8","15"
"17","8"
"60","21"
"41","16"
"39","35"
"61","36"
"28","25"
"93","47"
"88","18"
"26","47"
"68","28"
"82","13"
"22","44"
"40","11"
"92","31"
"85","8"
"21","24"
"94","3"
"98","30"
"70","29"
"18","15"
"42","12"
"37","12"
"26","15"
"82","1"
"54","41"
"27","26"
"75","30"
"54","8"
"56","14"
"92","12"
"76","10"
"96","8"
"96","31"
"41","11"
"91","12"
"91","40"
"4","9"
"86","14"
"94","5"
"15","15"
"50","13"
"92","3"
"36","41"
"63","46"
"30","8"
"6","8"
"96","50"
"21","17"
"99","40"
"81","16"
"90","21"
"76","41"
"66","27"
"34","24"
"5","48"
"41","4"
"99","17"
"59","6"
"70","43"
"28","12"
"9","30"
"16","45"
"29","20"
"81","24"
"27","40"
"65","5"
"26","31"
"81","9"
"64","40"
"93","29"
"27","11"
"53","16"
"42","7"
"77","39"
"73","20"
"57","15"
"21","24"
"70","11"
"95","6"
"42","21"
"75","12"
"6","29"
"64","11"
"86","19"
"81","34"
"55","21"
"44","37"
"59","16"
"21","9"
"88","17"
"75","30"
"75","10"
"21","29"
"20","25"
"5","46"
"32","34"
"72","31"
"37","37"
"44","8"
"37","29"
"12","6"
"45","31"
"15","31"
"86","46"
"48","50"
"82","11"
"17","2"
"32","42"
"68","43"
"81","25"
"36","11"
"61","41"
"64","11"
"76","32"
"56","3"
"73","22"
"55","32"
"95","17"
"62","22"
"17","8"
"1","1"
"82","24"
"45","33"
"43","50"
"27","44"
"31","16"
"41","28"
"71","15"
"16","44"
"29","48"
"59","20"
"74","25"
"24","48"
"53","18"
"97","14"
"39","4"
"43","31"
"53","22"
"37","19"
"47","42"
"94","20"
"16","24"
"72","39"
"94","16"
"47","20"
"3","41"
"12","8"
"39","33"
"85","34"
"3","18"
"55","36"
"31","41"
"64","29"
"34","23"
"46","31"
"97","25"
"48","17"
"96","23"
"39","6"
"54","4"
"89","45"
"59","35"
"31","21"
"76","3"
"22","19"
"21","26"
"62","12"
"65","5"
"58","29"
"98","9"
"77","10"
"72","50"
"24","50"
"12","19"
"83","30"
"79","15"
"68","32"
"80","35"
"81","25"
"40","45"
"22","43"
"56","16"
"31","35"
"36","27"
"7","9"
"39","40"
"81","24"
"8","24"
"16","21"
"66","41"
"89","46"
"46","44"
"8","48"
"68","4"
"83","11"
"68","3"
"93","41"
"25","31"
"70","15"
"21","39"
"11","41"
"72","41"
"83","41"
"66","24"
"4","4"
"49","12"
"7","13"
"50","46"
"64","27"
"66","47"
"50","16"
"65","12"
"99","27"
"45","46"
"35","24"
"56","23"
"24","15"
"77","40"
"22","7"
"18","36"
"2","40"
"70","6"
"7","24"
"95","45"
"86","43"
"100","19"
"44","17"
"97","3"
"25","47"
"86","2"
"84","21"
"45","24"
"30","12"
"49","27"
"31","39"
"54","46"
"36","49"
"27","46"
"62","34"
"18","7"
"91","48"
"57","25"
"66","30"
"17","46"
"63","47"
"47","35"
"78","27"
"86","38"
"36","4"
"86","22"
"31","41"
"26","2"
"45","46"
"93","44"
"50","41"
"22","26"
"77","23"
"76","8"
"64","22"
"13","19"
"29","46"
"56","47"
"95","18"
"34","49"
"88","5"
"100","7"
"55","15"
"5","26"
"5","30"
"38","11"
"82","34"
"50","27"
"54","32"
"71","26"
"68","35"
"83","29"
"97","32"
"5","4"
"67","24"
"72","35"
"22","41"
"45","21"
"95","42"
"67","10"
"81","24"
"58","29"
"57","7"
"81","21"
"96","9"
"76","11"
"51","33"
"40","8"
"68","9"
"90","24"
"54","5"
"26","33"
"26","33"
"77","13"
"78","37"
"11","48"
"6","39"
"51","37"
"40","24"
"44","32"
"32","31"
"20","23"
"13","40"
"24","7"
"53","10"
"4","16"
"30","19"
"85","25"
"41","32"
"45","14"
"56","45"
"86","6"
"73","45"
"99","27"
"67","15"
"58","32"
"46","29"
"17","32"
"93","17"
"61","16"
"89","34"
"26","33"
"99","23"
"71","23"
"79","34"
"86","16"
"36","17"
"65","30"
"72","2"
"87","4"
"76","12"
"9","39"
"13","42"
"92","4"
"5","24"
"38","40"
"79","27"
"55","36"
"43","19"
"4","29"
"66","42"
"74","18"
"27","38"
"21","40"
"32","4"
"44","5"
"56","19"
"33","28"
"51","43"
"28","44"
"92","20"
"94","34"
"49","37"
"63","24"
"81","29"
"17","47"
"13","47"
"66","30"
"9","25"
"41","18"
"3","44"
"100","38"
"29","29"
"42","6"
"13","31"
"30","23"
"22","9"
"54","10"
"45","31"
"68","24"
"65","14"
"85","21"
"10","27"
"93","42"
"34","34"
"71","18"
"52","31"
"88","26"
"55","11"
"64","46"
"81","21"
"30","36"
"86","50"
"69","46"
"40","19"
"41","45"
"94","24"
"81","17"
"44","41"
"67","11"
"47","25"
"68","39"
"94","25"
"49","17"
"60","7"
"9","37"
"12","14"
"3","5"
"46","41"
"98","19"
"74","44"
"30","42"
"58","48"
"54","34"
"50","10"
"13","42"
"35","2"
"89","5"
"37","32"
"77","6"
"88","43"
"66","45"
"80","15"
"16","17"
"84","49"
"6","35"
"21","41"
"15","45"
"3","30"
"35","24"
"72","36"
"30","9"
"99","46"
"9","9"
"62","13"
"82","18"
"84","4"
"19","35"
"76","26"
"94","43"
"92","17"
"80","39"
"70","41"
"84","3"
"21","1"
"69","13"
"63","5"
"73","15"
"54","39"
"49","24"
"25","5"
"81","9"
"95","12"
"88","8"
"97","41"
"26","14"
"86","21"
"92","26"
"45","9"
"38","28"
"70","15"
"73","50"
"5","35"
"64","23"
"45","14"
"44","24"
"76","6"
"13","22"
"98","31"
"5","48"
"91","9"
"73","4"
"33","5"
"63","18"
"42","25"
"13","22"
"15","10"
"12","10"
"49","47"
"22","7"
"4","3"
"26","12"
"20","21"
"76","8"
"60","26"
"92","38"
"10","5"
"27","31"
"18","9"
"66","49"
"88","43"
"36","46"
"88","18"
"4","11"
"90","48"
"23","48"
"15","21"
"41","20"
"83","18"
"97","14"
"8","31"
"99","27"
"87","25"
"73","25"
"28","27"
"50","26"
"37","4"
"5","20"
"91","49"
"55","41"
"59","18"
"88","14"
"18","31"
"78","16"
"21","3"
"19","27"
"40","40"
"30","19"
"56","25"
"90","44"
"58","19"
"88","32"
"75","9"
"85","14"
"3","30"
"15","10"
"42","21"
"85","30"
"26","9"
"39","22"
"39","49"
"14","35"
"52","1"
"19","21"
"67","42"
"73","21"
"52","34"
"56","12"
"65","16"
"43","25"
"23","9"
"49","39"
"26","20"
"69","30"
"77","24"
"21","49"
"47","47"
"27","48"
"92","27"
"21","6"
"60","14"
"72","5"
"61","3"
"24","6"
"10","39"
"93","48"
"41","19"
"57","43"
